Itinerario;ID;Livello;Genitore;Titolo;Sottotitolo; Testo_storia;Testo_Audio_Cicerone;Immagine;Tipo_Card;latitudine;longitudine;mappaCartella
Terracina_Gaeta;7,3,3;Monumento;7,3;Chiesa s. Maria in piazza;;"🏛️ Esterno e Architettura<br>
Epoca di ricostruzione: Fine del XV secolo (tardo Quattrocento).<br>

Facciata: Semplice e di stile rinascimentale, caratterizzata da un portale mediano sormontato da una lunetta scolpita.<br>

Campanile: Campanile a fornice affiancato alla chiesa, che presenta una finestra romanica e due bifore di stile gotico.

Interno e Opere d'Arte<br>
L'interno, ampio e di impianto gotico, custodisce importanti testimonianze rinascimentali e scultoree:<br>

Amboni Gemelli (Presbiterio): Due amboni rinascimentali posizionati ai lati dell'abside, decorati con gli stemmi della famiglia Caetani.<br>

Ciborio in Marmo (Transetto Sinistro): Pregevole opera marmorea datata 1491 collocata sull'altare sinistro.<br>

Madonna del Cielo (Transetto Destro): Venerata scultura lignea di scuola napoletana risalente al 1613, posta sull'altare destro.

Pietà di Giovanni da Gaeta (Navata Destra): Collocata subito oltre un coro ligneo del tardo Quattrocento; si tratta di una tempera su tavola (1460-1470 circa).

Trittico della Natività (Navata Sinistra): Dipinto raffigurante la Natività tra San Marciano e San Michele Arcangelo, attribuito da diversi studiosi allo stesso Giovanni da Gaeta.";;immagini/fondi_smaria.webp;Dettaglio;;;
Terracina_Gaeta;7,3,4;Monumento;7,3;Duomo;;". Esterno e Campanile
Portale Gotico: Inquadrato da colonne riposte su animali stilofori (un leone a destra, un ariete con leone a sinistra).

Architrave scolpito: Presenta al centro un bassorilievo di Gesù, affiancato a sinistra da San Paolo, Sant'Onorato e un cherubino, e a destra da San Pietro, San Giovanni Evangelista e un altro cherubino.

Elementi di rilievo:

Statua in trono di San Pietro: Collocata sopra gli archi del portone, benedicente e in abiti pontificali; attribuita ad Arnolfo di Cambio (1302).

Lunetta decorata: Ospita un mosaico del 1970 del pittore fondano Domenico Purificato (Consegna delle chiavi a San Pietro).

Rosone: Piccolo rosone posto al di sopra dell'architrave.<br>

Campanile: Arreato, risalente alla metà del XIII secolo, caratterizzato da monofore centrali, bifore ogivali e trilobate.";;immagini/fondi_duomo.webp;Dettaglio;;;
Terracina_Gaeta;7,3,4,1;Opera;7,3,4;Interno;;" Navata Maggiore e Controfacciata<br>
Pulpito / Ambone (XII-XIII sec.): Opera in stile cosmatesco firmata da Giovanni di Nicola. Poggia su 4 colonne con animali stilofori (2 leoni e 2 arieti). Al centro del parapetto è raffigurato San Girolamo, agli angoli i simboli dei quattro Evangelisti.<br>

Bassorilievo di San Pietro: Incassato nel terzo pilastro di sinistra; raffigura il Santo benedicente, assiso su due leoni.<br>

Cappella della Madonna di Loreto (destra controfacciata): Antico sepolcro dei conti di Fondi (tra cui Marcantonio Prospero Colonna), impreziosito da affreschi del XV secolo.<br>

Battistero (sinistra controfacciata): Conserva un fonte battesimale del XIII secolo e resti di pavimentazione cosmatesca.<br>

Navata Destra e Cappella della Croce
Cappella della Croce: È il cuore artistico della chiesa e racchiude:<br>

Monumento funebre di Cristoforo Caetani (XV sec.): Voluto dal figlio Onorato II; la base poggia su leoni e 3 figure femminili (Fortezza, Carità, Prudenza). Il sarcofago è decorato con bassorilievi della Vergine, Santi, e il conte in abiti militari.<br>

Trittico di Antoniazzo Romano (1425): Fondo oro con Madonna con Bambino, il conte Onorato Caetani e i SS. Pietro e Paolo.<br>

Trittico di Cristoforo Scacco (1499): Fondo oro raffigurante l'Annunciazione tra i SS. Onorato e Benedetto (nello sfondo è visibile la scomparsa Porta ""de suso"").<br>

Cattedra dell'Antipapa Clemente VII: Cattedra marmorea con decorazioni cosmatesche utilizzata durante lo Scisma d'Occidente.<br>

Cappella del Santissimo Sacramento: Situata in fondo alla navata destra, caratterizzata da altare e balaustra barocchi in marmi policromi.<br>

Presbiterio, Abside e Reliquie
Abside e Crocifisso: Abside quadrangolare con volta a crociera e vetrata del XX secolo con San Pietro. Sotto l'arco absidale pende un Crocifisso su tavola del XII secolo.<br>

Organo a Canne: Realizzato nel 1950 dalla ditta Fratelli Ruffatti, posto alle spalle del presbiterio.

Reliquiario : La chiesa custodisce i corpi di San Mauro (cassa d'argento), dei Santi Paterno e Libertino (urne lignee dorate) e il busto-reliquiario in argento contenente il capo di Sant'Onorato (patrono di Fondi).";;immagini/fondi_interno.webp;Dettaglio;;;
Terracina_Gaeta;7,3,5;Monumento;7,3;La Giudea;;"1. Storia e Caratteristiche del Quartiere (""La Giudea"")<br>
Presenza storica: Documentata fin dalla tarda età repubblicana e romana, trova le sue evidenze architettoniche principali nell'epoca medievale.

Un quartiere aperto, non un ghetto: Come evidenziato dal rabbino Elio Toaff, la Giudea di Fondi non fu mai un ghetto chiuso, ma un rione privo di cancelli o mura separative, basato sulla perfetta integrazione e convivenza tra ebrei e cristiani.<br>

Topografia rituale ed ebraica: L'impianto rispondeva ai precetti della tradizione ebraica per motivi rituali e di sicurezza (scalette verso il gran cortile interno dell'Olmo Perino, cunicoli di collegamento tra le abitazioni).<br>

2. Ruolo Economico e Rilevanza Urbana<br>
Oasi artigianale e industriale: La comunità deteneva il monopolio della lavorazione delle stoffe di vari colori, coltivando e lavorando lino e canapa. L'attività delle loro tintorie era così intensa da richiedere regolamentazioni comunali per lo scarico delle acque di rifiuto.<br>

Importanza pubblica: Il quartiere (Olmo Perino) era considerato il secondo luogo più rilevante della città dopo la piazza principale (piazza di Santa Maria); vi si affiggevano infatti gli atti e i bandi pubblici.<br>

3. La Sinagoga (""Casa degli Spiriti"")
Museo della Cultura Ebraica: L'edificio che ospitava l'antica sinagoga è oggi la sede del Museo dedicato alla storia della comunità ebraica locale.<br>

Leggenda popolare: È comunemente conosciuta come ""Casa degli Spiriti"" a causa di una credenza popolare secondo cui strani rumori, cigolii e folate di vento avrebbero sempre impedito a chiunque di abitarla a lungo.";;immagini/fondi_giudea.webp;Dettaglio;;;
Terracina_Gaeta;7,3,6;Monumento;7,3;complesso san Domenico;;"Complesso di San Domenico<br>

1. Storia e Illustri Ospiti<br>
Origini e Restaurazioni: Donato secondo la tradizione a San Domenico dai Benedettini nel 1215. Fu restaurato dal Conte Ruggiero dell’Aquila e riedificato e ampliato quasi dalle fondamenta da Onorato II Caetani nel 1466.<br>

Presenze Illustri:<br>

San Tommaso d'Aquino: Soggiornò a lungo nel convento insegnando teologia (lettore). La struttura conserva ancora tre sue stanze (la dote/aula di lezione, la camera da letto/cappella e l'oratorio). Nel giardino si trovano il pozzo da lui voluto e il ricordo dell'arancio piantato con le radici all'insù.<br>

Papa Benedetto XIII: Soggiornò nel convento in qualità di religioso domenicano durante i suoi viaggi verso Benevento nel 1727 e nel 1729.<br>

Sepolture di Rilievo: Vi è seppellito il guerriero fondano Giulio Camponesco, compagno d'armi di Ettore Fieramosca sotto Prospero Colonna.<br>

2. Importanza Religiosa e Contese<br>
Dopo San Domenico a Napoli, è il convento domenicano più antico del Napoletano.<br>

Dopo la morte di San Tommaso a Fossanova (1274), sorse una lunga contesa per le sue spoglie tra i monaci di Fossanova e i domenicani di Fondi; la disputa si concluse nel 1367 quando papa Urbano V ordinò il trasferimento del corpo a Tolosa.<br>

3. La Riscoperta di Santa Maria Antiqua e il Restauro<br>
La Chiesa Riscoperta: I recenti lavori di restauro hanno riportato alla luce la chiesa interna di Santa Maria Antiqua (dal 2007 riconsacrata a San Tommaso), riaperta al culto dopo quasi otto secoli, la quale conserva affreschi medievali.<br>

Destinazione Attuale: Il complesso è stato recuperato come spazio culturale polivalente destinato a sale multimediali, attività didattiche e aree museali.";;immagini/fondi_domenico.webp;Dettaglio;;;
Terracina_Gaeta;7,3,7;Monumento;7,3;san Francesco;;"1. Storia e Vicende del Complesso<br>
Fondazione e Restauri (XIV-XV sec.): Fondato originariamente dai primi francescani (XIII sec.), il complesso attuale fu edificato nel 1363 dal conte Onorato I Caetani e successivamente restaurato da Onorato II Caetani (come indicato dall'iscrizione sul portale), che ne fece la propria tomba.<br>

I Frati Minori (1466-XIX sec.): Dal 1466 fu affidato ai Frati Minori Osservanti di Napoli, affrontando fasi di chiusura e riapertura tra il periodo napoleonico, il Risorgimento e i primi anni dell'Unità d'Italia.<br>

Seconda Guerra Mondiale e Cinema (1960): Gravemente danneggiato dai bombardamenti, nel 1960 ospitò il set di Vittorio De Sica per il film La ciociara (con Sophia Loren ed Eleonora Brown), tratto dal romanzo di Alberto Moravia scritto durante la sua permanenza a Fondi.<br>

Uso Attuale: È parrocchia dal 1968 e ospita tuttora una comunità religiosa.<br>

2. Architettura Interna e Dettagli Storici<br>
Stile ed Elementi Gotico-Romanici: L'interno si compone di due navate in stile gotico con influenze romaniche.<br>

Bassorilievo Romano (Coniuctio Dextrarum): Tra le lapidi della parete divisoria spicca un rilievo funerario romano (III-IV sec. d.C.) che raffigura l'unione delle mani destre, simbolo del matrimonio e della fedeltà eterna nel diritto romano (""ubi tu Gaius ego Gaia"").<br>

Coro e Vetrate: Presenta un coro moderno con 13 stalli ogivali (ispirati all'Ultima Cena) e vetrate istoriate del XX secolo realizzate da Padre Giorgio Ascione sulla vita di San Francesco.<br>

3. Il Chiostro e il Convento<br>
Porticato d'Ingresso: L'accesso al convento (restaurato nel 1946) è preceduto da un ampio porticato ad archi a tutto sesto e acuti.<br>

Il Chiostro Ogivale: Strutturato con volte a crociera sostenute da pilastri ottagonali in pietra piperina, completati da capitelli finemente scolpiti a foglie di palma.";;immagini/fondi_francesco.webp;Dettaglio;;;
Terracina_Gaeta;7,4;Paese;7;Sperlonga;;"Antico villaggio di pescatori, il borgo medievale (m 55, ab. 3000 circa) addensa le bianche case su uno sperone di roccia a picco sul mare, in un affascinante intrico
di viuzze, scalette e passaggi voltati, con piccoli negozi e luoghi di ristoro. Ai lati
della moderna espansione balneare, rinomata località di turismo internazionale, si
stendono per chilometri bellissime spiagge: a ponente con lunghe distese di
ombrelloni estivi in direzione del lago Lungo e del Lido di Fondi; a levante verso
la spiaggia di Angolo (con la Grotta di Tiberio) e la costa di Bazzano, alta,
frastagliata, ricca di anfratti e piccole insenature, spesso raggiungibili solo in
barca o per scoscesi sentieri. Il nome Sperlonga è la corruzione di speluncae, le
grotte costiere trasformate dai romani in luoghi di piacere; difficile immaginare,
in tanta piacevolezza mediterranea, il terrore delle incursioni saracene che nel
1534 e nel 1622 rasero al suolo il paese. Tra gli stretti vicoli del borgo antico, la
chiesetta di S. Maria in Spelonca risale al XII secolo; la piccola corte che si apre
di fronte era un tempo parte dell’annesso monastero.";;immagini/sperlonga_panorama.webp;Principale;41,258333;13,435833;mappe-offline/Terracina
Terracina_Gaeta;INF7,4;Info / Contatto;7,4;info point;;"📍 Indirizzo:Corso San Leone / Piazza Europa<br>📞 Telefono: Tel. 0771 557524<br>🕒 Orari: Stagione estiva (Giugno – Settembre): Aperto tutti i giorni con orario continuato o spezzato, generalmente 09:00 – 13:00 e 16:00 – 20:00 (nei weekend e in alta stagione l'apertura si protrae spesso fino alle 22:00/23:00 per passeggiate serali).
 .<br>🌐 Sito web:https://www.sperlongaturismo.it/it/
<br>🅿️ Parcheggio Parco Oasi";;;Info / Contatto;;;
Terracina_Gaeta;7,4,1;Monumento;7,4;Centro storico;;"Centro Storico (Spelunca)
Inquadramento storico-urbanistico<br>
Il nucleo urbano sorge sulla dorsale calcarea del Monte San Magno. L’impianto urbanistico, tipicamente medievale, risponde a criteri di difesa passiva sviluppati per contrastare le scorrerie saracene lungo le coste tirreniche (particolarmente frequenti tra il IX e il XVI secolo).<br>

Caratteristiche architettoniche<br>
Morfologia a groviglio: Vie strette, rampe e passaggi coperti da archi ad arco ribassato o a sesto acuto svolgevano la funzione di rallentare eventuali penetrazioni nemiche all'interno della cinta muraria.<br>

Architettura spontanea e finitura a calce: L'impiego capillare della pittura a calce bianca risponde a duplice funzione: riflettere l'irraggiamento solare garantendo l'isolamento termico degli interni ed esercitare un'azione igienico-sanitaria e disinfettante.<br>

Punti d'interesse spaziale: Piccole corti e slarghi panoramici posti sui margini del promontorio roccioso, nati come punti di osservazione strategica sul mare.";;immagini/sperlonga_centro.webp;Dettaglio;;;
Terracina_Gaeta;7,4,2;Monumento;7,4;Torre Truglia;;"Torre Truglia (1532)
Inquadramento tipologico<br>
Fortificazione costiera a pianta quadrangolare con basamento a scarpata, integrata nel sistema difensivo della fascia costiera del Regno di Napoli promosso dal viceré Pedro de Toledo nel XVI secolo.<br>

Evoluzione storica e strutturale
1532: Edificazione primaria su resti di precedenti opere di avvistamento di epoca romana e medievale.

1534: Parziale distruzione a opera della flotta ottomana guidata da Khayr al-Din (detto il Barbarossa).

XVII–XVIII secolo: Ricostruzione e potenziamento della struttura fino alla definitiva dismissione militare.<br>

Funzione originaria: Punto nodale per il segnalamento ottico (fumi e focolari) in rete con le contigue Torre Capovento e Torre del Nibbio, a presidio dell'insenatura naturale e del porticciolo sottostante.";;immagini/sperlonga_torre.webp;Dettaglio;;;
Terracina_Gaeta;7,4,3;Monumento;7,4;Villa e grotta di Tiberio;;"Villa e Grotta di Tiberio<br>
Contesto storico-archeologico<br>
Insieme residenziale di epoca tardo-repubblicana ed imperiale (villa maritima), adibito a dimora d'ozio (otium) per la nobiltà romana. Il complesso fu acquistato e trasformato in residenza imperiale da Tiberio (42 a.C. – 37 d.C.).<br>

L'Antro Naturale e la Composizione Architettonica<br>
La Spelunca: Ampia cavità carsica naturale adattata ad ambiente di rappresentanza ed estivo (triclinium).<br>

Impianto idraulico e pescherecci: Al centro della grotta venne ricavata una vasta vasca rettangolare (peschiera) collegata direttamente con il mare per l'allevamento di specie ittiche e il raffrescamento microclimatico dell'ambiente.<br>

Aneddoto storiografico: Tacito (Annales, IV, 59) e Svetonio (Vita Tiberii, 39) narrano del crollo di un settore della volta della grotta avvenuto nel 26 d.C., sventato dal pronto intervento del prefetto del pretorio Seiano, episodio che spinse l'imperatore ad abbandonare definitivamente la costa laziale per ritirarsi a Capri.";;immagini/sperlonga_villa.webp;Dettaglio;;;
Terracina_Gaeta;7,4,4;Monumento;7,4;Museo archeologico;;"Museo Archeologico Nazionale di Sperlonga<br>
Contesto di rinvenimento<br>
Istituito a seguito del clamoroso ritrovamento avvenuto nel 1957 durante i lavori di tracciamento della Strada Statale 213 ""Flacca"", quando dalla Grotta di Tiberio riaffiorarono oltre 7.000 frammenti scultorei in marmo greco.<br>

Il Ciclo Scultoreo (Odissea di Marmo"")<br> Le sculture, databili tra il I secolo a.C. e il I secolo d.C., sono attribuite dalla storiografia critica agli scultori ellenistici di scuola rodia Agesandro, Atanodoro e Polidoro (autori anche del celebre Gruppo del Laocoonte dei Musei Vaticani).<br> Gruppo di Polifemo: Monumentale composizione piramidale raffigurante l'accecamento del Ciclope Polifemo da parte di Ulisse e dei suoi compagni.<br> Gruppo di Scilla: Rappresentazione drammatica dell'attacco del mostro Scilla alla nave omerica, con la figura centrale della prua afferrata dalle spire del mostro e i marinai divorati.<br> Significato politico-ideologico: Il ciclo celebrava le origini mitiche e le virtù dell'astuzia (metis) dell'eroe omerico, con il quale la gens Giulio-Claudia amava identificarsi per legittimare il proprio prestigio dinastico.""";;immagini/sperlonga_museo.webp;Dettaglio;;;
Terracina_Gaeta;7,5;Paese;7;Gaeta;;"La città moderna è distesa sull’istmo che collega la costa al monte Orlando,
estrema propaggine dei monti Aurunci, la città antica sulla penisoletta che la
prolunga a est. Oltre alla posizione geografica, basta la pianta a far intuire
l’importanza strategica e i molti volti di Gaeta (ab. 19 500 circa):
marittimo e marino, per il porto e le spiagge; storico, con la mole del Castello che
sovrasta il quartiere medievale; archeologico e panoramico, sulla sommità del
monte Orlando. La visita della città parte dalla vasta piazza XIX Maggio, aperta sul
porto, si dispiega sul lungomare verso il nucleo antico.";;immagini/gaeta_panorama.webp;Principale;41,214167;13,570833;mappe-offline/Terracina
Terracina_Gaeta;INF 7.5;Info / Contatto;7,5;;;"📍 Indirizzo: P.zza Traniello, 18<br>📞 Telefono: Tel. 320.03804134<br>🕒 Orari: Dal Lunedì alla domenica ore 10.00 – 12.30 martedi’ e venerdi’ ore 15.00 – 17
 .<br>🌐 Sito web:http://www.prolocogaeta.it
<br>🅿️ Lungomare Giovanni Caboto (Piazzale Caboto / Molo Santa Maria)";;;;;;
Terracina_Gaeta;7,5,1;Monumento;7,5;Montagna spaccata;9:00-12:00 / 14:30-19:00;"Origini, Architettura e Gestione<br>
Ubicazione ed Edificazione: Situato sul fianco occidentale del Monte Orlando (sopra la spiaggia di Serapo), fu edificato nel XI secolo dai monaci benedettini.<br>

Evoluzione ed Attuale Gestione: L'aspetto attuale si deve ai restauri dell'Ottocento eseguiti dai Padri Alcantarini. Oggi il santuario è gestito dai missionari del P.I.M.E. (Pontificio Istituto Missioni Estere).<br>

La Chiesa Barocca: Strutturata ad un'unica navata con volta a botte e cappelle laterali. L'altare maggiore è sovrastato dalla pala di Raimondo Bruno (Sant'Erasmo e la Madonna affidano Gaeta alla protezione della Santissima Trinità, 1850 circa).<br>

2. La Spaccatura e le Leggende Sacre<br>
La Fenditura nella Roccia: La leggenda vuole che la fenditura si sia creata al momento della morte di Cristo, in concomitanza con lo squarcio del velo del tempio di Gerusalemme.";;immagini/gaeta_spaccata.webp;Dettaglio;;;
Terracina_Gaeta;7,5,1,1;Opera;7,5,1;Grotta del Turco;"La Grotta del Turco è aperta al pubblico nei seguenti orari:
🕘 Mattina: 09:00 – 12:00
🕓 Pomeriggio: 14:30 – 17:45
AVVISO
La Grotta del Turco è accessibile solo fino al primo terrazzamento (65° gradino). ";"L'Accesso e la Discesa verso la Grotta del Turco
La Scalinata: Il percorso per raggiungere sia la Cappella che l'impronta consiste in una stretta scalinata scavata direttamente tra le due pareti di roccia.<br>

La Grotta del Turco: Proseguendo la discesa oltre la cappella si arrivava storicamente al livello del mare, dove si trova la vasta grotta marina usata in passato come rifugio dai pirati (da cui il nome).<br>

Nota di Visita: Attualmente la parte finale della scalinata che conduce fino al pelo dell'acqua nella Grotta del Turco è spesso chiusa al pubblico per motivi di sicurezza e rischio idrogeologico, ma la scalinata intermedia, che porta alla Mano del Turco e alla Cappella del Crocifisso, rimane il cuore pulsante e accessibile dell'esperienza alla Montagna Spaccata.";;immagini/gaeta_turco.webp;Dettaglio;;;
Terracina_Gaeta;7,5,1,2;Opera;7,5,1;Cappella crocefisso;;"1. La Cappella del Crocifisso<br>
A. La Dinamica del Miracolo del Macigno""<br> L'evento del 1434: Nel pieno del XV secolo, un violento terremoto provocò il distacco di un imponente blocco di roccia dalla cima del promontorio di Monte Orlando.<br>L'Incastro Naturale: Anziché precipitare nel mare sottostante, il macigno precipitò all'interno della stretta fenditura e si incastrò perfettamente tra le due pareti verticali della montagna, sospeso a metà strada tra la cima e il mare. Per i fedeli dell'epoca, il fatto che la roccia si fosse bloccata in quel modo esatto (creando un ""ponte"" naturale all'interno del crepaccio) fu subito visto come un segno divino.<br> 
B. Architettura e Struttura<br>
L'Edificazione nel XVI Secolo: Nel corso del Cinquecento si decise di sfruttare questo macigno incastrato come solida base strutturale su cui erigere una vera e propria cappella sospesa sul vuoto.<br>
Gli Interni e le Opere:<br>
La cappella è caratterizzata da dimensioni molto intime e raccolte, progettata per adattarsi allo spazio ristretto tra le rocce.
Sull'altare risalta un prezioso Crocifisso in legno (da cui la cappella prende il nome), affiancato da decorazioni in maiolica e sculture ex-voto lasciate dai marinai nel corso dei secoli.<br>
Dalle feritoie della cappella è possibile guardare direttamente verso il basso, avvertendo il vuoto del precipizio che dà sul mare.<br>
C. Il Significato Spirituale: 
La cappella segna il punto di massima fusione tra architettura umana e natura primordiale. Per secoli è stata meta di preghiera per i marinai che chiedevano protezione prima di prendere il largo e per i pellegrini in cerca di isolamento e contemplazione.<br>
2. La """"Mano del Turco""""<br> A. Il Contesto Storico e Culturale<br>
Il Pericolo dei Pirati: Tra il Medioevo e l'Età Moderna, le coste del Tirreno erano continuamente minacciate dalle incursioni dei corsari e dei pirati saraceni (comunemente chiamati ""Turchi"" dalle popolazioni locali). La figura del ""turco"" rappresentava nella cultura popolare il simbolo del miscredente o del nemico della fede cattolica.<br>
B. I Dettagli della Leggenda<br>
Il Dubbio del Marinaio: La tradizione narra che un marinaio corsaro di fede musulmana, sbarcato a Gaeta, volle visitare la famosa spaccatura. Ritenendo assurda la spiegazione cristiana — secondo cui la montagna si sarebbe fenduta alla morte di Gesù al Golgota — espresse aperto scetticismo e sdegno nei confronti del racconto dei monaci.<br>
Il Miracolo della Roccia: Per sfidare la sacralità del luogo, il marinaio appoggiò con forza la mano spavaldamente sulla parete di roccia della fenditura. In quel preciso istante, la pietra si sciolse e divenne morbida come cera sotto il peso del suo palmo, lasciando le impronte ben definite di cinque dita prima di indurirsi di nuovo istantaneamente.<br>
La Conversione: Sopraffatto dal terrore e dal prodigio, il marinaio riconobbe la natura sacra del luogo.<br>
C. L'Iscrizione Latina e la Visibilità Oggi<br>
Dove si trova: L'impronta è chiaramente visibile lungo la scalinata che scende verso la Cappella del Crocifisso, scolpita sulla parete rocciosa a destra del camminamento.<br>
Il Distico Latino: Accanto all'impronta della mano è incisa una targa in pietra con un distico in latino che recita:
Un impresso docet vacuis te credere signis, / nomine de Turco qua via facta patet.
(L'impronta lasciata ti insegna a credere ai segni divini, lungo la via che prende il nome dal Turco.)";;immagini/gaeta_crocifisso.webp;Dettaglio;;;
Terracina_Gaeta;7,5,2;Monumento;7,5;Lungomare Caboto;;"Il Lungomare Giovanni Caboto è l'arteria principale e scenografica di Gaeta: una passeggiata costiera che abbraccia l'intero golfo e collega la zona moderna della città (con la spiaggia di Serapo e il centro commerciale) al cuore di Gaeta Medievale.<br>

Intitolato al celebre navigatore ed esploratore gaetano Giovanni Caboto, il lungomare offre una combinazione unica di paesaggio marino, monumenti storici, verde pubblico e vita cittadina. Procedendo verso il centro medievale, il lungomare affianca le antiche fortificazioni difensive della città.<br>

La Batteria Favorita: Una delle storiche postazioni d'artiglieria a protezione del porto, oggi recuperata come passeggiata panoramica a sbalzo sul mare da cui godere di una vista eccezionale sul golfo. 
Santuario della Santissima Annunziata e Cappella d'Oro, Chiesa di San Giovanni a Mare, I Moli e la Flotta della Marina: Lungo la banchina si alternano yacht turisticamente ormeggiati, le imbarcazioni della Guardia di Finanza e le tradizionali paranze dei pescatori locali.<br>

Punto Panoramico sul Castello: Dal Piazzale Caboto (zona Molo Santa Maria) si ha una delle viste dal basso più spettacolari e fotografate del Castello Angioino-Aragonese e del Tempio di San Francesco che svettano sul colle.";;immagini/gaeta_caboto.webp;Dettaglio;;;
Terracina_Gaeta;7,5,3;Monumento;7,5;Santissima annunziata;;"Il tempio della SS. Annunziata, di origine angioina, ad una sola navata con ardite crociere ogivali innervate da robusti costoloni, si presenta attualmente come un magnifico esempio di architettura barocca. Ristrutturato nel 1621, a trecento anni dalla fondazione, ha una facciata a doppio ordine con elegante paramento costituito da due organismi sovrapposti comprendenti nicchie e lesene.<br>

In alto completa il prospetto principale un campanile a vela (aggiunto un secolo dopo) munito di orologio maiolicato di Matteo De Vivo. All'interno dell'imponente edificio, si erge maestoso (sulla parete absidale piatta) il grande trittico cinquecentesco donato alla chiesa da Giuliano Colojna, cittadino di Gaeta";;immagini/gaeta_annunziata.webp;Dettaglio;;;
Terracina_Gaeta;7,5,3,1;Opera;7,5,3;Cappella d'oro;;" la cappella dell'Immacolata (Grotta d'Oro), che risale al XIV secolo.<br>

La si contraddistingue proprio per le sue pregevoli opere d'arte, donate da sovrani e cittadini che le permisero di vivere nell'opulenza e nello splendore.";;immagini/gaeta_oro.webp;Dettaglio;;;
Terracina_Gaeta;7,5,4;Monumento;7,5;san Giovanni a Mare;;"La Chiesa di San Giovanni a Mare (nota anche come San Giovanni Giuseppe della Croce) è uno dei gioielli architettonici e storici più affascinanti del centro antico di Gaeta, affacciata direttamente sul mare lungo la costa del golfo. <br>Epoca di Costruzione (X - XI secolo, con rimaneggiamenti successivi).<br> Stile Architettonico: Bizantino-romanico con influssi arabo-normanni.<br> Elemento Distintivo: Cupola estradossata in stile bizantino e pavimento leggermente inclinato.<br> Profilo Storico e Architettonico <br>
1. Origini e Posizione Strategica: Edificata attorno al X secolo (probabilmente su un preesistente luogo di culto) per volere del duca Giovanni IV, la chiesa sorgeva originalmente a ridosso delle antiche mura e del mare, integrandosi con le strutture difensive della città.<br>
2. Architettura Singolare: <br>La Cupola Bizantina: L'elemento più caratteristico è la cupola semisferica ad arconi estradossati, di chiara derivazione bizantina e araba, rara per il litorale tirrenico.<br>Interno a Tre Navate: L'interno conserva una pianta basilicale a tre navate divise da colonne con capitelli di spoglio d'epoca romana e tardoantica.<br>Il Pavimento Inclinato: Una particolarità dell'aula è la leggera pendenza del pavimento verso il mare, progettata per facilitare il deflusso dell'acqua in caso di mareggiate o allagamenti.<br>
3. Arte e Arredi<br>. Affreschi: Pareti e pilastri conservano frammenti di affreschi medievali (XIII-XIV secolo), tra cui figure di santi e scene bibliche.<br>  Altare Maggiore: L'altare è ricavato da un antico sarcofago romano riutilizzato.<br>
Visitabilità: La chiesa è un sito d'interesse storico spesso gestito da associazioni locali o aperto in occasione di visite guidate e manifestazioni culturali.Fruibilità: L'esterno è sempre visibile e panoramico dal lungomare del quartiere medievale di Gaeta.";;immagini/gaeta_sgiovanni.webp;Dettaglio;;;
